clf_name,drive,f_beta_score,time
LinearSVC,ST10000NM0086.csv,0.0,2.0189764499664307
SGDClassifier,ST10000NM0086.csv,0.0,0.7139923572540283
NearestCentroid,ST10000NM0086.csv,0.4243921035620162,0.6924901008605957
GaussianNB,ST10000NM0086.csv,0.0,0.8049893379211426
AdaBoostClassifier,ST10000NM0086.csv,0.4999856015665496,54.06337475776672
RandomForestClassifier,ST10000NM0086.csv,0.0,3.4349579811096187
MLPClassifier,ST10000NM0086.csv,0.0,9.983885765075684
FakeAlgorithm,WDC WD10EADS.csv,0.4787693440371518,0.13099908828735352
DecisionTreeClassifier,WDC WD10EADS.csv,0.4999049093922352,1.457481861114502
LinearSVC,WDC WD10EADS.csv,0.0,35.79457139968872
SGDClassifier,WDC WD10EADS.csv,0.0,1.0089802742004397
NearestCentroid,WDC WD10EADS.csv,0.5026929936050573,0.4689955711364746
GaussianNB,WDC WD10EADS.csv,0.5029789578855315,0.4339966773986816
AdaBoostClassifier,WDC WD10EADS.csv,0.0,26.95517945289612
RandomForestClassifier,WDC WD10EADS.csv,0.0,7.487412214279175
MLPClassifier,WDC WD10EADS.csv,0.0,21.668743133544922
FakeAlgorithm,WDC WD5000LPVX.csv,0.4789607492152437,0.06249761581420898
DecisionTreeClassifier,WDC WD5000LPVX.csv,0.499937755203665,2.926471710205078
LinearSVC,WDC WD5000LPVX.csv,0.4999688795389193,80.13357591629028
SGDClassifier,WDC WD5000LPVX.csv,0.0,1.790980100631714
NearestCentroid,WDC WD5000LPVX.csv,0.22744001480982134,0.6664929389953613
GaussianNB,WDC WD5000LPVX.csv,0.4993706145543826,0.8794944286346436
AdaBoostClassifier,WDC WD5000LPVX.csv,0.0,40.707529783248894
RandomForestClassifier,WDC WD5000LPVX.csv,0.0,9.016898870468141
MLPClassifier,WDC WD5000LPVX.csv,0.0,22.31874108314514
FakeAlgorithm,WDC WD60EFRX.csv,0.4794555170421722,0.08499765396118164
DecisionTreeClassifier,WDC WD60EFRX.csv,0.6110807626237664,5.378440141677856
LinearSVC,WDC WD60EFRX.csv,0.0,106.36930441856384
SGDClassifier,WDC WD60EFRX.csv,0.0,5.800939798355103
NearestCentroid,WDC WD60EFRX.csv,0.356028938822359,0.8684930801391602
GaussianNB,WDC WD60EFRX.csv,0.5036489881702556,1.0949923992156982
AdaBoostClassifier,WDC WD60EFRX.csv,0.4999696520389495,53.48739719390869
RandomForestClassifier,WDC WD60EFRX.csv,0.4999696520389495,13.254852056503296
MLPClassifier,WDC WD60EFRX.csv,0.0,27.225694179534912
FakeAlgorithm,ST500LM012 HN.csv,0.479268153384085,0.10799908638000487
DecisionTreeClassifier,ST500LM012 HN.csv,0.5833010727712253,11.484870195388794
LinearSVC,ST500LM012 HN.csv,0.0,194.87679934501648
SGDClassifier,ST500LM012 HN.csv,0.0,2.6904704570770264
NearestCentroid,ST500LM012 HN.csv,0.26209315760876195,1.2364916801452637
GaussianNB,ST500LM012 HN.csv,0.5022439451744274,2.157477617263794
AdaBoostClassifier,ST500LM012 HN.csv,0.6249806441622794,116.96467709541321
RandomForestClassifier,ST500LM012 HN.csv,0.4999741922163725,23.62673139572144
MLPClassifier,ST500LM012 HN.csv,0.0,55.454373121261604
FakeAlgorithm,WDC WD30EFRX.csv,0.4795790625434999,0.26399755477905273
DecisionTreeClassifier,WDC WD30EFRX.csv,0.4999525860365878,9.233397006988524
LinearSVC,WDC WD30EFRX.csv,0.0,173.5230085849762
SGDClassifier,WDC WD30EFRX.csv,0.0,7.1184136867523184
NearestCentroid,WDC WD30EFRX.csv,0.35036806772633977,1.0974905490875244
GaussianNB,WDC WD30EFRX.csv,0.5364351872201261,1.9974751472473145
AdaBoostClassifier,WDC WD30EFRX.csv,0.0,101.35333490371704
RandomForestClassifier,WDC WD30EFRX.csv,0.4999585132737768,45.41048097610474
MLPClassifier,WDC WD30EFRX.csv,0.0,82.81704568862916
FakeAlgorithm,Hitachi HDS723030ALA640.csv,0.4793703232989903,0.27249622344970703
DecisionTreeClassifier,Hitachi HDS723030ALA640.csv,0.4999753763894752,7.672910213470459
LinearSVC,Hitachi HDS723030ALA640.csv,0.5029549348179637,193.2972323894501
SGDClassifier,Hitachi HDS723030ALA640.csv,0.0,3.758956432342529
NearestCentroid,Hitachi HDS723030ALA640.csv,0.5023564486229564,1.3049862384796145
GaussianNB,Hitachi HDS723030ALA640.csv,0.5085748716220136,1.675980806350708
AdaBoostClassifier,Hitachi HDS723030ALA640.csv,0.0,102.99179100990295
RandomForestClassifier,Hitachi HDS723030ALA640.csv,0.499982411954243,35.403584957122796
MLPClassifier,Hitachi HDS723030ALA640.csv,0.0,64.83873891830443
FakeAlgorithm,ST31500541AS.csv,0.479388940155073,0.4049942493438721
DecisionTreeClassifier,ST31500541AS.csv,0.5284572662117963,15.595316171646118
LinearSVC,ST31500541AS.csv,0.4999117894292603,219.89147877693176
SGDClassifier,ST31500541AS.csv,0.0,30.155654668807983
NearestCentroid,ST31500541AS.csv,0.3363675268866847,1.415984869003296
GaussianNB,ST31500541AS.csv,0.0,2.440474510192871
AdaBoostClassifier,ST31500541AS.csv,0.5191442879799044,178.10795664787292
RandomForestClassifier,ST31500541AS.csv,0.499923898605269,65.85123944282532
MLPClassifier,ST31500541AS.csv,0.0,95.83489966392516
FakeAlgorithm,ST3000DM001.csv,0.4800945107877586,0.39449596405029297
DecisionTreeClassifier,ST3000DM001.csv,0.4995739478784877,28.90865993499756
LinearSVC,ST3000DM001.csv,0.5264005682494874,370.7781488895416
SGDClassifier,ST3000DM001.csv,0.4997660452100596,92.41490840911864
NearestCentroid,ST3000DM001.csv,0.3333884753863747,2.408474922180176
GaussianNB,ST3000DM001.csv,0.5169968140522391,3.439461231231689
AdaBoostClassifier,ST3000DM001.csv,0.4998012659924095,262.18091702461237
RandomForestClassifier,ST3000DM001.csv,0.4998035381306369,112.09717631340028
MLPClassifier,ST3000DM001.csv,0.5151532755732382,178.1159017086029
FakeAlgorithm,ST6000DX000.csv,0.4793349201969706,0.3289964199066162
DecisionTreeClassifier,ST6000DX000.csv,0.4999809133308034,139.44739127159121
LinearSVC,ST6000DX000.csv,0.4963369259129413,452.26977467536926
SGDClassifier,ST6000DX000.csv,0.0,23.04373478889465
NearestCentroid,ST6000DX000.csv,0.3361832672946273,4.603944301605225
GaussianNB,ST6000DX000.csv,0.4963130013074144,8.69740104675293
AdaBoostClassifier,ST6000DX000.csv,0.6249932636646562,629.1897404193877
RandomForestClassifier,ST6000DX000.csv,0.0,199.25919961929318
MLPClassifier,ST6000DX000.csv,0.0,354.78889298439026
FakeAlgorithm,ST12000NM0007.csv,0.479190788306014,0.5354964733123779
DecisionTreeClassifier,ST12000NM0007.csv,0.4999875739895826,193.0807766914368
LinearSVC,ST12000NM0007.csv,0.4998062301751533,1030.9452912807462
SGDClassifier,ST12000NM0007.csv,0.4999831881913857,18.03928852081299
NearestCentroid,ST12000NM0007.csv,0.34195903489989005,6.426924228668213
GaussianNB,ST12000NM0007.csv,0.4998954560674228,9.526891231536863
AdaBoostClassifier,ST12000NM0007.csv,0.5833260239688679,972.633951663971
RandomForestClassifier,ST12000NM0007.csv,0.4999912287626416,283.6702408790588
MLPClassifier,ST12000NM0007.csv,0.0,1039.8491911888125
FakeAlgorithm,Hitachi HDS5C4040ALE630.csv,0.4792965087582156,0.7944891452789307
DecisionTreeClassifier,Hitachi HDS5C4040ALE630.csv,0.4999943305386669,31.242638349533078
LinearSVC,Hitachi HDS5C4040ALE630.csv,0.49998525913310105,636.1627018451692
SGDClassifier,Hitachi HDS5C4040ALE630.csv,0.0,19.171777486801147
NearestCentroid,Hitachi HDS5C4040ALE630.csv,0.4998412064678874,5.78093695640564
GaussianNB,Hitachi HDS5C4040ALE630.csv,0.4999359276038625,7.911908149719237
AdaBoostClassifier,Hitachi HDS5C4040ALE630.csv,0.5833276638591429,354.7469024658203
RandomForestClassifier,Hitachi HDS5C4040ALE630.csv,0.0,141.5418546199799
MLPClassifier,Hitachi HDS5C4040ALE630.csv,0.6333270968905096,382.2655882835388
FakeAlgorithm,ST8000NM0055.csv,0.4790525496283071,0.8424932956695557
DecisionTreeClassifier,ST8000NM0055.csv,0.5384501430561659,397.78143787384033
LinearSVC,ST8000NM0055.csv,0.4999506162521914,953.9146659374236
SGDClassifier,ST8000NM0055.csv,0.0,30.17414975166321
NearestCentroid,ST8000NM0055.csv,0.4983278898446224,9.436891794204714
GaussianNB,ST8000NM0055.csv,0.4990242913862674,16.45281171798706
AdaBoostClassifier,ST8000NM0055.csv,0.549991453494666,1513.0512011051178
RandomForestClassifier,ST8000NM0055.csv,0.5666604942198993,497.01581358909607
MLPClassifier,ST8000NM0055.csv,0.0,750.1224722862244
FakeAlgorithm,Hitachi HDS722020ALA330.csv,0.4793304471885775,0.9629902839660645
DecisionTreeClassifier,Hitachi HDS722020ALA330.csv,0.4999830334335617,50.929914236068726
LinearSVC,Hitachi HDS722020ALA330.csv,0.5031499102520102,850.4747896194458
SGDClassifier,Hitachi HDS722020ALA330.csv,0.0,16.051807641983032
NearestCentroid,Hitachi HDS722020ALA330.csv,0.5035716084858107,5.724934577941895
GaussianNB,Hitachi HDS722020ALA330.csv,0.5029648817686333,7.498411655426025
AdaBoostClassifier,Hitachi HDS722020ALA330.csv,0.0,507.2431948184967
RandomForestClassifier,Hitachi HDS722020ALA330.csv,0.0,228.72636890411374
MLPClassifier,Hitachi HDS722020ALA330.csv,0.4921480841400108,515.6555981636046
FakeAlgorithm,ST8000DM002.csv,0.4792129177833899,1.0814878940582275
DecisionTreeClassifier,ST8000DM002.csv,0.5666565038267002,593.0347626209259
LinearSVC,ST8000DM002.csv,0.4952671430431541,2089.0868425369267
SGDClassifier,ST8000DM002.csv,0.0,76.68161106109619
NearestCentroid,ST8000DM002.csv,0.4775628092679508,10.402378559112547
GaussianNB,ST8000DM002.csv,0.4974554557433157,17.72029256820679
AdaBoostClassifier,ST8000DM002.csv,0.0,1980.0086085796358
RandomForestClassifier,ST8000DM002.csv,0.0,674.0468595027924
MLPClassifier,ST8000DM002.csv,0.0,1125.5098385810852
FakeAlgorithm,Hitachi HDS5C3030ALA630.csv,0.4793147469246854,1.262486457824707
DecisionTreeClassifier,Hitachi HDS5C3030ALA630.csv,0.5384525067512035,56.954339027404785
LinearSVC,Hitachi HDS5C3030ALA630.csv,0.4967827093032182,998.4449887275696
SGDClassifier,Hitachi HDS5C3030ALA630.csv,0.0,35.10409212112427
NearestCentroid,Hitachi HDS5C3030ALA630.csv,0.5050375534663402,9.294394493103027
GaussianNB,Hitachi HDS5C3030ALA630.csv,0.5048509348193676,11.74636435508728
AdaBoostClassifier,Hitachi HDS5C3030ALA630.csv,0.6249932262274451,601.0550553798677
RandomForestClassifier,Hitachi HDS5C3030ALA630.csv,0.5624947315419573,265.0819137096405
MLPClassifier,Hitachi HDS5C3030ALA630.csv,0.0,598.9930789470673
FakeAlgorithm,HGST HMS5C4040ALE640.csv,0.4790772129573757,1.7079808712005615
DecisionTreeClassifier,HGST HMS5C4040ALE640.csv,0.4999935930784746,95.06582689285278
LinearSVC,HGST HMS5C4040ALE640.csv,0.5057839441033434,1481.9640016555786
SGDClassifier,HGST HMS5C4040ALE640.csv,0.4999928242368576,25.45268487930298
NearestCentroid,HGST HMS5C4040ALE640.csv,0.5064045389292854,10.021873950958252
GaussianNB,HGST HMS5C4040ALE640.csv,0.5047390154844698,15.159815073013306
AdaBoostClassifier,HGST HMS5C4040ALE640.csv,0.5476141783686712,882.3786246776581
RandomForestClassifier,HGST HMS5C4040ALE640.csv,0.4999951307546152,432.3562867641449
MLPClassifier,HGST HMS5C4040ALE640.csv,0.4999958995891388,1204.7049989700315
FakeAlgorithm,HGST HMS5C4040BLE640.csv,0.4791842394866668,1.8699805736541748
DecisionTreeClassifier,HGST HMS5C4040BLE640.csv,0.5322521053810009,586.5187387466432
LinearSVC,HGST HMS5C4040BLE640.csv,0.4999932189096253,3804.821099758148
SGDClassifier,HGST HMS5C4040BLE640.csv,0.0,45.56745958328247
NearestCentroid,HGST HMS5C4040BLE640.csv,0.5037174222396111,21.471246480941765
GaussianNB,HGST HMS5C4040BLE640.csv,0.5023231200139123,30.95863437652588
AdaBoostClassifier,HGST HMS5C4040BLE640.csv,0.5833292235967921,2229.803608417511
RandomForestClassifier,HGST HMS5C4040BLE640.csv,0.4999960957583085,1055.1890487670896
MLPClassifier,HGST HMS5C4040BLE640.csv,0.0,4662.644922018051
FakeAlgorithm,ST4000DM000.csv,0.4792728320280927,2.8868083953857417
GaussianNB,ST4000DM000.csv,0.5223076894398181,49.40094304084778
NearestCentroid,ST4000DM000.csv,0.36906294115849303,35.212506532669074
SVC,Samsung SSD 850 EVO 1TB.csv,0.0,0.004999876022338867
SVC,ST2000DL003.csv,0.0,0.0949993133544922
SVC,ST2000DL001.csv,0.0,0.13900232315063474
SVC,ST4000DX002.csv,0.0,0.4030492305755615
SVC,WDC WD1600BPVT.csv,0.0,0.4583871364593506
SVC,ST250LT007.csv,0.0,1.0075769424438477
SVC,WDC WD30EZRS.csv,0.0,0.3496675491333008
SVC,ST320005XXXX.csv,0.0,1.5268254280090332
SVC,WDC WD1600AAJB.csv,0.0,2.0381669998168945
SVC,Hitachi HDS723020BLA642.csv,0.0,0.7579371929168701
SVC,HGST HUS726040ALE610.csv,0.0,0.8386969566345215
SVC,WDC WD800JB.csv,0.0,4.423415899276733
SVC,WDC WD800AAJB.csv,0.0,9.696178674697878
SVC,WDC WD3200BEKX.csv,0.0,3.2646846771240234
SVC,ST4000DM005.csv,0.0,4.118536710739137
SVC,WDC WD800AAJS.csv,0.0,22.52271389961243
SVC,WDC WD10EADX.csv,0.0,2.4873030185699463
SVC,WDC WD800BB.csv,0.0,30.522175788879395
SVC,ST1500DL003.csv,0.4992050874403816,109.7155261039734
SVC,ST9320325AS.csv,0.0,3.711958408355713
SVC,ST250LM004 HN.csv,0.0,76.62602758407594
SVC,ST3160318AS.csv,0.0,108.6654212474823
